id,cor_sentence
grm2210050112492,학생의 댓글에 대해 제가 답변을 달아준다는 말이에요.
grm2207280017286,저번에 제 칼럼 궁금하다고 올려달라고 하셨던 분이네요!
grm2209080043028,슈퍼문이 관측된다는 명백한 근거는 어딨는 거죠?
grm2210130112517,그거 풀고 오답하는 중이에요.
grm2210210112751,질투를 해 본 적은 없네요.
grm2208030041465,마음이 세상일을 가히 헤아리기 어려움을 탄하더라.
grm2209220107058,어제 기타 상담 질문을 못 드려서 그런데 밤에 드려도 될까요?
grm2208260061134,되어 있어서 틀린 선지라고 하는데 이해가 가지 않아 질문해요.
grm2210190103844,시간대랑 날짜만 보고 들어갔거든.
grm2210200105648,저번에는 교수님 키우는 개가 짖었어.
grm2209140119139,비례관계 이런 거 표시하는데요.
grm2210130119246,정말 현역 때와 엄청 달라진 걸 느끼고 있습니다.
grm2209210112050,안 볼 수 있으면 안 보는 게 좋죠.
grm2208160091565,무슨 역할을 하는지 궁금합니다.
grm2207150021913,"버티고 견디다 보면, 어느새 결과에 다다라 있을 거예요."
grm2210180109536,색연필 어디서 파는 거죠?
grm2206160056593,둘의 차이점을 구분하는 방법이 궁금합니다.
grm2206150060175,그리고 두 사건은 그냥 독립된 사건인가요?
grm2207140021949,진짜 남들 쓰는 거 보면 뽐뿌 오는 게 태블릿이더라고요!
grm2208100063691,이렇게 나와 있는데 선거권과 투표권의 차이가 뭐예요?
grm2209010061721,중의원 나오면 일본이라고 생각하고 풀면 되나요?
grm2208230076658,직선과 원의 방정식 단원에서 부등식의 영역 관련 출제는 배제된 것인가요.
grm2210200119023,학원이랑 인강 중에 하나만 선택해야 한다면 뭐가 좋을까요?
grm2208100043660,아님 스스로 하란 뜻인가요?
grm2207040014726,액정 깨지는 게 무서워서 강화 필름을 붙여놨더니 그랬나 봐요.
grm2209020088449,출판 시장에서 좋은 반응을 얻은 것이 베스트셀러 작가로서 한 역할 행동에 대한 보상이 아니지 않나요?
grm2209190099982,학교 전화 거절해 보긴 처음이야.
grm2209220110311,일단 타이레놀과 함께라면 버틸 만한 단계까진 왔습니다.
grm2208100094010,말하고 있는지 잘 모르겠습니다!
grm2208090058387,문제를 풀고 답만 확인해서 선지들을 구체적으로 공부하기가 어렵습니다.
grm2207070010313,비교 같은 거 그만하라고 호소했다.
grm2209050082617,이런 식으로 영어 평균 보기 전에 모두 구했는데 다른 문제에서는 적용 불가능할 수도 있는 잘못된 방법인지 궁금합니다.
grm2209150116802,건물이 있는 배경에 찍은 사진이 프로필이더라고요.
grm2207290032170,국어 모의고사 푸실 때 순서를 어떻게 하셨나요?
grm2210050108388,재수 때 집 근처 독서실에서 혼자 했다.
grm2208090045106,항상 친절하시고 세세하신 답변 감사합니다.
grm2210170109631,또 쓸 거 있으면 올게요.
grm2208240085705,꼭 분자를 가만히 놔두고 분모를 바꾸는 식으로 해서 비교해야 하는 건가요?
grm2207220022154,고 이야기할 예정입니다!
grm2209280115707,"내가 왜 이렇게 힘든지, 어떻게 해결해야 하는지 찬찬히 적어 내려가다 보면 끔찍하다 생각했던 것들이 별거 아니라고 느껴지고 기분이 나아질 수 있어요."
grm2210120110604,답변 시간을 다 오픈해 놓은 상태입니다.
grm2209300103901,마땅한 대책이 있는 것도 아니고.
grm2208290093064,생각했던 학생들이 문제를 풀지 못했다.
grm2208250089920,왜 맞는 선지인지 모르겠습니다.
grm2207200029972,어떻게 풀지 메커니즘을 잡는 게 중요하다고 봐요.
grm2208040065626,현재 강의에서 사용되는 교재랑 같은 교재인가요?
grm2207130027940,해설지에 문단마다의 중요한 부분은 나와 있지 않다.
grm2207010000885,그냥 이쁜 사진인 줄 알았는데 갑자기 움직여서 깜짝 놀랐어요.
grm2207080015781,외양 묘사도 아니라고 말씀하셨는데 죽은 거나 다름없다.
grm2209060091884,수능까지 얼마 남지 않았는데 실전 모의고사 훈련을 계속해도 괜찮을까요?
grm2209070075469,이 조건이 없으면 삼각형이 아니지 않나요?
grm2208290057592,라이브 강의는 언제 어디서 볼 수 있나요?
grm2208030072319,혹시 일당백 교재 판매는 언제부터 시작하는지 알 수 있을까요?
grm2210140107273,모의고사 다시 올려주시면 안 될까요?
grm2209270117742,앞으로 네 공부 시간은 신경 쓰지 않을 거야.
grm2210180114641,"제가 무작정 늘여 쓴 것은 아니고요, 복습하기 쉽게 써 놓은 것이어요!"
grm2207040016554,하나하나 신경 쓰시는 게 느껴지는 거 같아요.
grm2209220116677,역시 꾸준히 열심히 한 번 해봐야겠어요.
grm2210130118895,솔직히 문제 제작이 꽤 오래 걸립니다.
grm2210060106878,댓글 제한 때문에 이제서야 답변 남깁니다.
grm2210210104707,서울은 진짜 인구 수 대비 확진자가 별로 없어요.
grm2208220069638,그런데 왜 자유 전자가 원자와 충돌이 일어나는지 잘 모르겠습니다.
grm2208190062301,승려들의 활약을 복습하던 중 잘 모르겠는 부분들이 있어서 질문 올립니다.
grm2208030089458,교육이 사회적으로 합의된 가치와 규범을 학습시킨다는 주장과 교육을 사회에서 지배적으로 인정되는 가치와 규범을 학습시킨다는 이 두 주장의 차이점을 잘 모르겠어요.
grm2210060105244,교수님이 이제 알아챘는지 나 보고 대놓고 물어봄.
grm2209020090878,저는 제 사고가 충분히 괜찮다고...
grm2208240044107,강좌는 언제 더 올라오나요?
grm2209220107571,문제가 약간 어려워 보여도 도전해야 할까요?
grm2208300072881,저는 샤프 그림처럼 생각했습니다.
grm2210040111102,틀리거나 별표 치신 문제들만 들으셨는지 궁금합니다.
grm2210050114672,특정한 값 대입했을 때 해가 안 나올 수도 있죠.
grm2206160064843,혹시 당첨자 아직 선발 중인가요?
grm2209020093578,약간 이런 느낌 아닌가요?
grm2207260036807,문과 친구들은 그런 함수의 특징을 알지 못해요.
grm2209150105335,광개토대왕은 남진 정책을 추진하여 평양으로 천도하고 한강 유역을 장악하였다?
grm2206150057063,할 수 있는지 잘 모르겠어요.
grm2209160116501,진짜 어제오늘 생각이 너무 많은데 항상 감사합니다.
grm2210130113577,학생분 말도 정말 맞는 말입니다.
grm2208170079273,문제를 봤을 때 가장 먼저 생각났던 방식입니다.
grm2208300042072,이걸로 스스로 묻는 형식인 걸 체크했지만요.
grm2206160053095,마지막 문단에서 주파수 분포가 변형된다는 문장을 본다.
grm2210040105692,그러면 화요일 시간이 통으로 없어지니까 싫어.
grm2207200002754,중학생이 이런 걸 공부할 생각을 하다니... 한창 놀아야 할 나이인데... 기특하구먼!
grm2209210109925,그거 참고하시면 될 거 같아요.
grm2210130119734,님은 당사자도 아니신데 왜 갑자기 끼어드셔서 본인이 더 분란 크게 일으키십니까?
grm2206210030542,그것을 이제 안 저는 뭐지...
grm2208160078521,같은 교과서를 쓴다고 생각하면 되나요?
grm2208240065097,이 문제의 풀이 방식이 잘 이해가 되지 않습니다.
grm2209150109697,반대로 적혀있는 것 같아요.
grm2207050026134,고등학교 수학이랑은 또 막상 다른 느낌이에요.
grm2210180104968,지구의 마지막 인간이 홀로 방에 있었다.
grm2209070042108,다른 태평한 지역과 거창이 대비되며 비극적인 상황이 더 강조된다고 봐야 하는 것 아닌가요?
grm2208080088431,말할 수 있는 경우가 있거나 있었던 적이 있을까요?
grm2209270116830,글 중간에 수학을 그때 끊었어야 한다고 하신 게 있다.
grm2208250067136,하셨는데 이 말이 이해가 잘 가지 않습니다.
grm2208160083722,질문에 대한 답변을 다시 제대로 얻고 싶습니다.
grm2207060031655,후회 없이 지금 이 시간을 쓰세요.
grm2206210027046,그 마스터님 영성 관련 댓글을 달았는데 갑자기 사라졌었거든요.
grm2208020088672,사고의 흐름이 어떻게 가야 하는지 잘 모르겠어요!
grm2207280029634,만드신 분이랑 해설 쓰시는 분 둘 다 힘드시겠어요.
grm2207180027769,과목 선생님께 재수한다고 솔직히 구박한다.
grm2210120117363,열심히 했는데 성적이 안 나온다는 건 방법이 잘못된 건 아닐까.
grm2208020066469,기체의 내부 에너지의 변화는 기체의 온도와 기체의 분자 수 이 두 가지 조건만 고려하면 되나요?
grm2208080056886,제가 공부하다가 의문점이 발생하여 이렇게 질문을 하려고 합니다.
grm2209230117764,욕 안 쓰고 팩트만으로 탈탈 털어서 비빔 민듯국으로 만들어 드릴 테니.
grm2207010037225,라이브가 아무래도 전달력도 떨어지고 불편한 점이 꽤 많아요.
grm2208030068227,같은 계면 속도가 같나요.
grm2207080002321,그리고 제가 말씀드리고 싶었던 것은 이게 아니라요.
grm2209070054083,다시 찬찬히 정독을 해본 후에 강의를 수강했습니다.
grm2207120002724,"유전형질의 손실이라고 생각했는데, 아닌가 보네요."
grm2208090059629,이 강의만 잘 따라가고 달달 외우고 가면 괜찮겠죠?
grm2207150023016,밀폐된 공간보다 열린 공간이 집중이 잘 돼서 식탁에서 공부해요.
grm2210210110419,수능 만점 받아서 뭐라고 인터뷰하지 제 얘기네요.
grm2209190114482,복습을 중간중간에 하는 게 나을까요?
grm2207250015080,일기 쓰는 게 정말 도움이 많이 되더라고요.
grm2210050113252,이 정도면 난이도 어느 정도야...?
grm2207120027632,내가 해결할 수 없는 것에서 오는 불안감은 가지지 않도록 하자.
grm2210200108867,그런데 그날 컨디션 안 좋으면 점수 유추도 안되더라고요.
grm2208190044404,정시 공부라는 수험생들은 답답합니다.
grm2209130105774,엄마랑 같이 씻는 시간이 소통의 시간이야.
grm2208040090013,"여기서, 남성 노인과 여성 노인의 순 같다고..."
grm2207210001511,제가 뭐라고 해야 할까요?
grm2210070110638,원래 안 이랬는데 왜 이러지?
grm2209150106164,응급실에 지금 다 가둬놓고 폐쇄함.
grm2208240084466,세대 간 이동과 세대 내 이동의 관계 질문입니다.
grm2208100064959,노예는 모든 부분에서 강제로 이행되었다고...
grm2208120073208,속도의 크기랑 속력이랑 같은 개념으로 봐도 되나요?
grm2208050089546,예를 들어 규범의 부제로 인해서 혼란이 올 수 있다고...
grm2208180088695,지위가 아닌 경우를 어떻게 구별해야 하는지 잘 모르겠어요.
grm2209190114609,저는 깔끔한 게 좋아서 단색으로 칠한다.
grm2209130116639,생명 유전 부분 풀고 있는데 너무 털려서 순살이 되는 중.
grm2208180076463,물론 킬러만 문제의 원인은 아니라는 거 압니다.
grm2210050113345,그 사람이랑 님이랑 헷갈려서 오해한 것임.
grm2210050119547,이번에 치대 꼴등이 의대 꼴등보다 점수가 높더라고요.
grm2208160088932,저는 도표를 이렇게 그렸는데 문제를 풀 수가 없더라고요.
grm2207110020423,내신 시험 보면 항상 시간도 부족하다.
grm2206160093313,동사의 개수에는 영향을 미치지 않는다고...
grm2208120081863,하는 사람들의 인식을 개혁하는 건가요?
grm2210130114232,인강 들으려고 하는데 괜찮을까요?
grm2206150089285,상대주의는 그냥 긍정은 아니고 단지 이해인가요?
grm2209290112042,소소하게 같이 매일 저녁도 먹었던 게 너무 그립네요.
grm2207260034049,그런데 변곡점이 핵심 문제임을 이미 알면 아쉽죠.
grm2207050034267,과거에는 남조류라고도 하여 녹색 식물로 간주하기도 했다.
grm2208170064818,여기 부분이 왜 융합의 사례인지 이해가 가질 않아요.
grm2208110043333,구조도를 옆에 그리면서 푸는 게 나을까요?
grm2210130118738,일단 수시로 도전해 보세요.
grm2207210024352,좋은 결과 있어서 다행이네요.
grm2208030056415,무리한 추론은 선생님께서도 반대할 거라 생각합니다.
grm2208310067610,있다면 그 과정이 궁금합니다.
grm2207140034514,저희 학교 사탐 과목이랑 같아서 정말 도움이 많이 됐어요.
grm2208190055857,우리에게 풍요로운 작품 해석과 평가의 가능성을 제공한다.
grm2207260033407,지금까지 절 믿고 따라와 주신 여러분들 모두 감사합니다.
grm2208160090170,했으면 국어 영어의 비율이 같아야 하지 않나요?
grm2209130107999,연극영화과 복수 전공이 가능한가를 물으시는 거죠?
grm2206280035274,연애 경력이 있는지부터 물어보셔야 하는 것 아닙니까?
grm2208230078408,극한 계산에서 위아래에 같은 식 곱하는 건 상관없이 항상 되는 거죠?
grm2209060091431,이것도 앞뒤가 안 맞는 것 아닌가요?
grm2210180111728,어떤 식으로 해야 할지 조언해 주시면 정말 감사하겠습니다.
grm2207190029792,지문을 어떤 식으로 읽는다는 방법은 없죠?
grm2209160104511,그런데 이 기준을 화행 연구한 논문들이 많잖아.
grm2208250068370,강의는 끝까지 다 들어 봤습니다.
grm2207110003824,확실하게 말씀 드리기엔 모르는 게 너무 많네요.
grm2209010093695,그리고 동명사도 명사로 취급하면 되나요.
grm2209050083613,"크게 감소하고, 작게 상승한 경우에도 작게 상승한 것이 상승률이 큰 것 맞죠."
grm2206210035449,약대 생활은 의대보다 덜 알려져 있는 것 같아.
grm2209060042228,요약적 진술은 어떻게 알 수 있는 건가요?
grm2209090088648,회사 내에 노동조합이 있는 경우에는 비공식 조직이 되는 것 아닌가요?
grm2208170069760,시간에 상관없이 질문합니다.
grm2206140043693,이 글이 과거인지 현재인지 어떻게 알 수 있나요?
grm2209020053892,제가 아직 서술 범주라는 말을 완벽히 이해 못 하고 있다는 걸 깨달았어요.
grm2207280039553,그래도 당연히 그 자체로는 정말 쉽지 않은 과목입니다!
grm2208010085863,그럼 혹시 구조화는 무엇인가요?
grm2208180043385,문장 하고 연결 짓는 건가요?
grm2209020061121,강의를 봐도 모르겠습니다.
grm2210110113427,뭔가 되게 가슴이 웅장해지면서 바로 공부하게 되더라고요.
grm2208180065602,나왔는데 그러면 달은 지구와 동일한 크기의 힘으로 끌어당기는데 왜 달은 지구를 도나요?
grm2209200103889,왜 떨어질 생각을 하니?
grm2209150117810,제가 이제 고등학교에 올라가는데 궁금한 게 있어서 올립니다.
grm2206220036718,오늘 치맥 할 수 있었는데 너무 하네.
grm2207260033766,좀 더 긴장하고 보시면 돼요.
grm2210050108382,의사분들이 제 병의 원인은 스트레스라 하신 적은 있네요.
grm2209230116045,아님 그냥 어렵고 틀린 지문만 하셨는지?
grm2209230099904,전에는 이 정도 아니었던 것 같다.
grm2208310049892,그냥 진술하는 걸로 느껴져요.
grm2206170091936,작년 괜찮아 문장력 강의가 안 올라와 있어서 물어봐요.
grm2209020084316,올해 따로 기출 분석이나 정리는 하지 않았습니다.
grm2209070051484,이 둘을 구분하는 법을 잘 모르겠어요.
grm2210120100612,그냥 속 편한 평가 언이니 기출이 제일 좋고요.
grm2206160054485,맞는 선지로 분류가 되어 있는 이유가 뭔가요?
grm2209060066825,그래프가 아닌 식으로 계산하면 어떻게 되나요?
grm2206150088367,역할을 가지고 있는 사람이 하는 행동은 역할 행동이라고 생각하면 되나요.
grm2207120011674,다른 과에 비해 생긴 지 얼마 안 된 학문이라서 타과에 비해 전공 지식의 깊이가 얕은 게 언론 미디어 과의 단점이라고 언급한 영상을 봤는데 어떻게 생각하시나요?
grm2209230118613,천천히 머릿속으로 간략화해서 읽어 보니 편하네요.
grm2207120016056,오해의 소지가 있음에도 아니라고 하시니까 괜히 불편한 거예요.
grm2210040105553,다들 이렇게 방황하면서 하고 있겠지?
grm2207220012883,최선을 다해 올해 수능을 준비해 주세요.
grm2208100043041,동화적 분위기라고 나온데요.
grm2209150113208,시간이 부족하다 싶으면 아니면 빠르게 푸시업 하시는 것도 체력에 좋습니다.
grm2208020055875,이런 관점으로 풀면 바로 이해되기는 한다.
grm2207140021562,넓어서 수업 들으러 매일 같이 다니긴 너무 힘들어요.
grm2208110050609,"이심률이 커지면 근일점, 근지점은 현재보다 더 가까워진다고 적혀있는데요."
grm2208250041795,이번 수능 국어 해설 강의나 총평 강의는 없나요?
grm2208180087742,하층으로도 갈 수 있는 것 아닌가요?
grm2208010062628,생각하면 되는지 궁금합니다.
grm2210040118826,내년 설날 때 대학 합격 통지가 아직 안되었다면?
grm2207050031359,모르는 부분을 빈칸으로 남겨 두고 해석하셨나요?
grm2207060038927,중앙대 자연대 합격하고 서강대를 온 경우를 주변에서 봤어요!
grm2207120016164,한양대 경영학부는 전 과목 몇 등급 정도 돼야 들어갈 수 있나요?
grm2207010012700,국어 관련 칼럼이었던 것 같아요.
grm2206130056946,르네상스를 자극했다는 게 이탈리아 르네상스인가요?
grm2208120079154,이런 문제에 대한 접근 방식을 살짝 달리했습니다.
grm2209140111510,큰 목표는 없었는데 세워 봐야겠어요.
grm2207260036022,단지 계획하는 거 좋아하기만 하는 성격이에요.
grm2208100054789,주목해야 할 부분이 따로 있는지 모르겠습니다.
ext0000000120926,"나의 봄날처럼 개인적인 것도, 사회가 공유하는 집단적인 것도 있다."
ext0000000121505,비판적 여론을 의식해 집회를 주도한 단체들은 오늘 행진과 집회를 평화적으로 진행할 것이라고 다짐했다.
grm2207290000635,"맨 처음에 나랑 그분이랑 초창기 멤버였는데, 내가 잠깐 쉬고 오니깐 딴판이더라고요."
grm2206280018859,애초에 공부를 하는 게 이 정도면 할 만 한데 라는 느낌이었거든요.
grm2207050014783,설명해 주신 것들을 보면 굉장히 재밌고 알차게 보내신 거 같아요.
grm2206150051536,그동안 복습을 안 했는데 필요성을 좀 많이 깨달았어요.
grm2210180109661,집 가면 잠깐 잠깐 봤다고요.
grm2207200027227,그리고 결과적으론 실전에서는 그곳이 가능하게 됐습니다.
grm2207140027414,그런데 올해부터 점점 대면으로 변해가는 추세예요.
grm2209060093953,선생님의 결론이 뭔지 잘 모르겠어요.
grm2209230117887,그 친구 이름 알려줘 봐요.
grm2209280103982,교사님 사무실에서 이렇게 상의해 왔었어.
grm2210130117652,내신 반영은 연기될 가능성이 없진 않지만 반영되는 걸 전제로 공부하셔야 할 거예요.
grm2207140018730,바꾸는 건 타당하지 않은 거 같아요.
grm2208230086068,낙인 이론 같은 경우는 미시적 관점으로 일탈 행위 자체보다는 일탈 행동이 발생하게 된 사회적 맥락에 초점을 맞추고 있다고...
grm2207060000130,인증해 주면 진짜 미안한 의미로 공개적으로 사과할게요.
grm2206300025875,기출 어딘가에서 본 거 같다.
grm2207070008970,다른 친구들은 더 열심히 했는데 저는 많이 잤어요.
grm2208090090176,인구가 더 많고 적다는 것을 비율로 통해 알아낼 수 있지 않나요?
grm2208300063461,선생님은 율령이라 하시고 책에서는 유학이라고 하는데 혼란스럽습니다.
grm2206220025764,어떻게 읽는지 몰라서 관리자님께 물어보고 왔어요.
grm2207060029788,보기만 하는데 벌써 긴장되고 배가 아프네요.
grm2207140028920,힘이 되었다니 정말 다행이네요.
grm2210040098982,일단 붙은 회사 무난하게 다니려면 영어를 더 잘해야 되는데 영어는 어떻게든 되겠지.
grm2210110108272,남이 잘하는 게 중요한 게 아닌 나 자신을 바꿔야 가능해요.
grm2207010002726,이 상황을 일으킨 부산 사는 그 사람을 가만히 보고만 있을 수가 없었습니다.
grm2208120088261,아니면 불만을 가지지만 소속감은 가져서 그런 것인가요?
grm2208310060535,아무 영향 없이 청일전쟁 때까지 이어진 건가요?
grm2209270110430,요약이나 생략 없이 줄글로 내용이 구성되어 있다는 점인데요.
grm2210050106085,이전에는 얕게만 알던 지식을 심화시키는 과정이 무척이나 즐거웠습니다.
grm2207200020781,빠른 시일 내로 올려드릴게요.
grm2208090092470,이것도 불필요한 질문으로 처리가 되나요?
grm2207140031824,지금이라도 읽어 주셔서 감사할 따름입니다.
grm2206170056714,혹시 사진이 있으면 어디서 볼 수 있을까요.
grm2209010059707,이런 말들이 많이 헷갈리는데 헷갈리지 않는 방법 있을까요.
grm2210200098871,그리고 갑자사화도 연산군 때 일어났어.
grm2208310088217,아래 사진처럼 그리면 표는 맞게 그린 건가요?
grm2206230001730,강아지한테 응원해 달라고 해요.
grm2206140072576,이 부분은 선생님께서 용수철 양쪽에 두 물체가 압축되어 있는 상황일 때 에너지의 분배에 관한 설명입니다.
grm2209150111123,선생님 수업이 곧 평가원이고 수능 대비야.
ext0000000120423,그리고 거기에 자신의 이야기를 더했다.
grm2207120023044,수능 당일에는 도시락 뭐 싸가면 가장 좋을까요?
grm2210040098944,광개토대왕이 대신 신라에 쳐들어온 왜군들을 격퇴한 계기로 고구려가 한반도 남부까지 영향을 미치게 돼.
grm2207280032093,아니면 푸는 방법을 익히는 게 좋을까요?
grm2207060019877,졸지 않고 시간을 잘 활용하셔야 해요.
grm2209230106644,정말 나의 이미지는 바닥으로 추락이야.
grm2208220070799,"움직이는 관찰자가 측정한 길이 수축은 정지한 관찰자 입장에서 고유 길이, 시간 팽창이 일어나는 현상으로 상대적으로 이해하면 되나요?"
grm2208230056955,예를 들어 요가 답인데 거란이라고 생각해서 문제를 풀면 틀리는 경우가 있나요?
grm2206280034845,나눠서 푸는 때는 어떻게 생각하시나요?
grm2209260109105,이 문제에서 화학반응식 계수비 어떻게 구해요?
grm2210130108792,너무 집중이 안되는 날은 억지로 앉아 있지 말고 그냥 하루 노시는 것도 좋습니다.
grm2208220067382,그런데 지금 보니 새로 온 답지를 버린 것 같습니다.
grm2206140068374,왜 이때는 팽창 시간이 아닌가요?
grm2210210101175,나는 지금 방학 계획 따위 존재하지 않는다.
grm2208260044651,다른 인강 선생님들은 안 그러시는 거 같은데 특히 선생님 강의가 좀 심한 거 같아서요.
grm2209160105292,지금은 속도가 빠르지 않다.
grm2210050108606,하루에 총 몇 시간 쉬셨나요?
grm2210170104521,어떤 기자가 행정명령으로 변경을 했다.
grm2207260012550,그치만 혹시 함정이 있을 수 있으니 모의고사를 많이 풀어보면서 스스로의 방법에 확신이 생기면 수능장에서 써보세요.
grm2210120118163,여기에서 찾은 몇 안 되는 근본인들...
grm2209190113071,진로 관련으로 동아리 들어가는 게 낫겠죠?
grm2207010030651,정의란 사람의 정신을 혼란스럽게 만드는 것이다!
grm2209070065337,아니면 외부 자기장 기준으로 유지되는 건가요?
grm2210070112165,독서실에서 눈치가 좀 보이네요.
grm2209270111310,저는 많이 자주 봐서 눈에 익히기 추천이요.
grm2206240032815,"최고의 칭찬, 정말 감사합니다!"
grm2209270117958,수학 기출문제 처음 풀고 있는데 원래 이렇게 막막한 건가요?
grm2209280113440,상담 주신 건 규정에 맞지 않아서 반환했어요.
grm2206300036950,진짜 역사라는 과목이 암기부터 시작해서 암기로 끝난다는 편견을 깨주시는 거 같아요.
grm2206300029828,문제 풀이 칼럼은 아니어도 괜찮습니다.
grm2207110027106,심정지로 죽은 사람의 온기가 남아 있는 댓글입니다.
grm2208180071535,시간 지연과 관련해서 궁금한 점이 있습니다.
grm2207120036923,절망적인 상황일지라도 꼭꼭 포기하지 않고 나아갈게요.
grm2208290068183,공부하다가 헷갈려서 질문합니다.
grm2207150014380,윤리는 안 하지만 마스터님 칼럼은 챙겨보는 사람입니다!
grm2208010067823,물론 수축 길이가 아닌 대소 비교의 관점입니다!
grm2208030091322,영어가 많이 약해서 괜찮아 문장부터 듣고 있습니다.
grm2208310092512,문맥이 있으면 더 정확하겠지만 이 문장만 보고요.
grm2208170088258,하더라도 문화적 다양성이 나타나는 데 기여한다는 것은 맞죠.
grm2208050054887,"해설지를 읽어 보면, 대조되는 내용이나, 관계의 파악, 나열들을 정리하라고 하셨는데, 머릿속에서 정리하라는 말인가요?"
grm2207180033603,내가 이렇게 해서 정말 목표 대학 학과에 갈 수 있을까 고민했어요.
grm2208230076626,그 직선이 최대가 되는 것은 노란색 직선들 사이에서만 아닌가요?
grm2209190101592,일개 중간고사가 행시보다 시간 촉박함.
grm2208260089903,"선생님, 항상 친절한 답변 감사합니다."
grm2208010066656,"그리고 이것은 그림에서 하얀색 부분은 밝은 부분을, 파란색 부분은 어두운 부분을 말씀하시는 건가요?"
grm2207280028858,작년에 욕을 많이 먹어서 올해는 어떻게 될지 모르겠습니다.
grm2209090080512,진짜 분모 분자를 두고 풀어야 하는 것인가요?
grm2207210032759,제가 글을 너무 길게 써서 오류가 발생한 것이었어요.
grm2210130098810,그냥 진지하게 돈에 대한 욕심에 대해서 말하더라고요.
grm2206140057220,조금 이르지만 선생님의 한국사 강의를 듣고 있어 질문을 올립니다.
grm2210140111363,비밀번호 엄마만 알고 계시는데 이건 괜찮을까요?
grm2209270105937,"남학생도 없고, 여학생들은 가정이 있다."
grm2208010080022,기울기 대소로 판단했는데 참이라고 나와요.
grm2207250031510,교대 진짜 가고 싶어요.
grm2206240020025,제가 교사가 되어 가는 길의 중간 목표 중 하나인데 많이 배우고 가요.
grm2206280021004,공부하다가 너무 힘들 때 들어볼게요.
grm2207140020484,내신 준비를 어떻게 해야 할지 너무 막막해요!!
grm2207250011218,추천곡 다 들어주시는 것도 너무 대단하고 감사해요.
grm2207060033688,코로나 때문에 콘서트 또 없는 건 아니겠죠.
grm2207250001135,과학중점학교라 두 과목 네 개를 내신으로 봤고요.
grm2206160060771,배웠는데 왜 그리스 영토가 들어가 있지 않는 건지 모르겠어요.
grm2210050114740,"공부하는 거, 힘든 거보다 재수가 더 힘들어요."
grm2208030078318,이건 어떻게 계산할 수 있나요?
grm2206290033914,칼럼과 모의고사 제작에 깊은 감사 인사를 드립니다.
grm2209080086505,앞으로 해당 유형 문제를 풀 때는 각각 다 구해서 풀어야 하는 건지도 알고 싶어요!
grm2209190108576,여기서 수시하는 게 어려운 편인 건 맞는 것 같아요.
grm2210170108349,대학교는 학교와 사회 중에 어느 쪽이랑 더 가까운가요?
grm2208180067871,일의 부호는 방향이 아니라 하셨는데 헷갈려요.
grm2209130116909,"손가락 걸기는 좀 위험한 것 같고, 나머지 선지들은 좀 빠르게 판단하시는 것도 괜찮아요!"
grm2207070026993,혹시 선생님 수강생이신가 했더니 역시네요.
grm2207150021189,따라서 고려 말 조선 초의 사건을 볼 때 이 이미지를 기저에 깔고 생각하시면 되겠습니다.
grm2210200100153,내가 니한테 이렇게 말하면서 아직도 출근 안 하고 있어.
grm2207070014584,시험 기간에 들었던 공격력 상승 플레이리스트에 있어요.
grm2210180118017,친구들이 진지 체라고 별로 안 좋아하는데 감사합니다.
grm2207050036185,수학 커리큘럼 진도는 정확히 어떻게 나가셨나요?
grm2208080089016,사실 부정적 자아 형성이랑 법 위반에 대한 우호적 가치 자체를 헷갈리는 것 같기도 해요.
grm2207060039430,이미 작년에 올려 둔 것 있으니까 한 번 찾아서 읽어 보세요!
grm2210060115431,꾸준히 단어 외우시는 거 무조건 추천드립니다!
grm2206160044884,이 부분이 흐름을 잡아 주는 문장인가요?
grm2210140099687,그 종목도 아침에만 미친 듯 오르다가 오후엔 급하게 식던데 우리도 아침에 다 팔아치워야 하나.
grm2209200104412,딴 사람들한테 공유하고 피드백 좀 받지 그래.
grm2207050015144,설마 같은 데서 하는 건 아니지?
grm2209010088036,그러면 도덕적 가치관 교육을 하는 건 일탈의 원인에 대한 해결책이 아니라 그냥 일탈 자체가 발생했을 때의 해결책인가요?
grm2209260114187,애초에 양쪽 다 잘못한 부분 있으면 양쪽 다 사과하면 되잖아요.
grm2207250010947,아니면 계속 끝까지 하던 방법으로 풀어나가야 하는 건가요?
grm2206210034820,나중에 성적이 올라도 수능은 결국 망치게 된다.
grm2210070104980,이거 필기시험 주관식도 있어요?
grm2209010091138,단어를 찾으면서 해도 복습에 도움이 될까요?
grm2210170108701,바꾸지 않고 한다면 어떻게 공부해야 할까요?
grm2210040112602,미분 그래프 그리기 너무 귀찮아요.
grm2206200034911,빠른 시일 내에 관련 칼럼 정리할게요.
grm2208220087922,문화적 목표의 의미가 개인적인 목표가 아니라 많은 사회 구성원들의 목표인가요.
grm2206300000445,"지금 다 과학적인 탐구를 해놓는 게 결국 자소서 거리, 고등학교 때 생기부 거리 다 만들어 놓는 거거든요."
grm2208080060155,곧 있으면 시험인데 선생님 덕분에 내용을 완전하게 잘 이해했어요.
grm2209200112553,나중에 아프리카 사바나 가서 동물 친구들 치료도 해보고 싶네요.
grm2207060036406,"반영 비율이 좀 낮아졌다고 들었는데, 그래도 문학은 주제, 줄거리 정도는 알아가야 할 거 같아요."
grm2209010071420,이어 어디 들어가는지 어떻게 아셨어요.
grm2206220020935,"조선 시대 수학자에 대해 조사해 볼 수도 있고, 옛날에는 방정식을 어떻게 해결했는지 알아볼 수도 있고요."
